level_1,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
54,"frozenset({'age_children_interaction_(164.0, 768.0]'})",frozenset({'husband_occupation_2'}),0.21379310344827587,0.3793103448275862,0.11724137931034483,0.5483870967741935,1.4457478005865103,0.0361474435196195,1.374384236453202,0.39215686274509803,2,0.21379310344827587
60,"frozenset({'Cluster_(4.0, 6.0]', 'age_children_interaction_(164.0, 768.0]'})",frozenset({'husband_occupation_2'}),0.21379310344827587,0.3793103448275862,0.11724137931034483,0.5483870967741935,1.4457478005865103,0.0361474435196195,1.374384236453202,0.39215686274509803,3,0.21379310344827587
61,"frozenset({'age_children_interaction_(164.0, 768.0]'})","frozenset({'husband_occupation_2', 'Cluster_(4.0, 6.0]'})",0.21379310344827587,0.3793103448275862,0.11724137931034483,0.5483870967741935,1.4457478005865103,0.0361474435196195,1.374384236453202,0.39215686274509803,3,0.21379310344827587
62,"frozenset({'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_4'})",frozenset({'husband_occupation_2'}),0.1310344827586207,0.3793103448275862,0.06896551724137931,0.5263157894736842,1.38755980861244,0.019262782401902497,1.3103448275862069,0.32142857142857145,3,0.1310344827586207
147,"frozenset({'husband_occupation_3', 'Cluster_(4.0, 6.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.27586206896551724,0.33793103448275863,0.13793103448275862,0.5,1.4795918367346939,0.04470868014268728,1.3241379310344827,0.44761904761904764,3,0.27586206896551724
149,"frozenset({'Cluster_(4.0, 6.0]', 'edu_interaction_(6.0, 12.0]'})",frozenset({'husband_occupation_3'}),0.33793103448275863,0.27586206896551724,0.13793103448275862,0.40816326530612246,1.4795918367346939,0.04470868014268728,1.2235434007134365,0.48958333333333337,3,0.33793103448275863
150,frozenset({'husband_occupation_3'}),"frozenset({'Cluster_(4.0, 6.0]', 'edu_interaction_(6.0, 12.0]'})",0.27586206896551724,0.33793103448275863,0.13793103448275862,0.5,1.4795918367346939,0.04470868014268728,1.3241379310344827,0.44761904761904764,3,0.27586206896551724
151,"frozenset({'edu_interaction_(6.0, 12.0]'})","frozenset({'husband_occupation_3', 'Cluster_(4.0, 6.0]'})",0.33793103448275863,0.27586206896551724,0.13793103448275862,0.40816326530612246,1.4795918367346939,0.04470868014268728,1.2235434007134365,0.48958333333333337,3,0.33793103448275863
187,"frozenset({'Cluster_(4.0, 6.0]', 'standard_of_living_index_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.21379310344827587,0.33793103448275863,0.1103448275862069,0.5161290322580645,1.5273206056616193,0.0380975029726516,1.3682758620689655,0.43914473684210525,3,0.21379310344827587
189,frozenset({'standard_of_living_index_3'}),"frozenset({'Cluster_(4.0, 6.0]', 'edu_interaction_(6.0, 12.0]'})",0.21379310344827587,0.33793103448275863,0.1103448275862069,0.5161290322580645,1.5273206056616193,0.0380975029726516,1.3682758620689655,0.43914473684210525,3,0.21379310344827587
