Cluster,Rule,Rule Coverage,Cluster Mean Coverage,Coverage Difference from Mean,Abs Coverage Difference
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",0.2333948339483395,0.07959936742224565,0.15379546652609383,0.15379546652609383
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",0.15313653136531366,0.07959936742224565,0.07353716394306802,0.07353716394306802
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'standard_of_living_index_4'})",0.15313653136531366,0.07959936742224565,0.07353716394306802,0.07353716394306802
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'wife_age_(39.0, 49.0]'})",0.15313653136531366,0.07959936742224565,0.07353716394306802,0.07353716394306802
1,"frozenset({'num_children_(5.0, 16.0]', 'husband_edu_4', 'age_children_interaction_(168.0, 768.0]'})",0.15313653136531366,0.07959936742224565,0.07353716394306802,0.07353716394306802
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'wife_age_(39.0, 49.0]'})",0.14575645756457564,0.07959936742224565,0.06615709014233,0.06615709014233
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'edu_interaction_(12.0, 16.0]'})",0.026752767527675275,0.07959936742224565,-0.05284659989457037,0.05284659989457037
1,"frozenset({'age_children_interaction_(168.0, 768.0]', 'num_children_(5.0, 16.0]', 'husband_edu_2'})",0.02952029520295203,0.07959936742224565,-0.05007907221929361,0.05007907221929361
1,"frozenset({'age_children_interaction_(90.0, 168.0]', 'wife_age_(39.0, 49.0]', 'num_children_(2.0, 3.0]'})",0.03228782287822878,0.07959936742224565,-0.04731154454401686,0.04731154454401686
1,"frozenset({'num_children_(5.0, 16.0]', 'wife_edu_4', 'age_children_interaction_(168.0, 768.0]'})",0.03228782287822878,0.07959936742224565,-0.04731154454401686,0.04731154454401686
1,"frozenset({'num_children_(5.0, 16.0]', 'wife_edu_4', 'wife_age_(39.0, 49.0]'})",0.03228782287822878,0.07959936742224565,-0.04731154454401686,0.04731154454401686
1,"frozenset({'num_children_(5.0, 16.0]', 'husband_edu_4', 'age_children_interaction_(168.0, 768.0]'})",0.12269372693726938,0.07959936742224565,0.04309435951502373,0.04309435951502373
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'standard_of_living_index_4'})",0.12269372693726938,0.07959936742224565,0.04309435951502373,0.04309435951502373
1,"frozenset({'husband_edu_4', 'age_children_interaction_(168.0, 768.0]', 'wife_age_(39.0, 49.0]'})",0.12269372693726938,0.07959936742224565,0.04309435951502373,0.04309435951502373
1,"frozenset({'age_children_interaction_(168.0, 768.0]', 'num_children_(5.0, 16.0]', 'husband_edu_2'})",0.03690036900369004,0.07959936742224565,-0.04269899841855561,0.04269899841855561
1,"frozenset({'wife_edu_4', 'age_children_interaction_(90.0, 168.0]', 'num_children_(2.0, 3.0]'})",0.12177121771217712,0.07959936742224565,0.04217185028993148,0.04217185028993148
1,"frozenset({'husband_occupation_2', 'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",0.04428044280442804,0.07959936742224565,-0.035318924617817604,0.035318924617817604
1,"frozenset({'num_children_(2.0, 3.0]', 'age_children_interaction_(90.0, 168.0]', 'edu_interaction_(12.0, 16.0]'})",0.11439114391143912,0.07959936742224565,0.034791776489193474,0.034791776489193474
0,"frozenset({'husband_edu_4', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.05319148936170213,0.021276595744680844,0.03191489361702128,0.03191489361702128
0,"frozenset({'husband_edu_4', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.05319148936170213,0.021276595744680844,0.03191489361702128,0.03191489361702128
0,"frozenset({'husband_edu_4', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.05319148936170213,0.021276595744680844,0.03191489361702128,0.03191489361702128
0,"frozenset({'husband_edu_4', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.05319148936170213,0.021276595744680844,0.03191489361702128,0.03191489361702128
0,"frozenset({'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.05319148936170213,0.021276595744680844,0.03191489361702128,0.03191489361702128
0,"frozenset({'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.05319148936170213,0.021276595744680844,0.03191489361702128,0.03191489361702128
1,"frozenset({'age_children_interaction_(90.0, 168.0]', 'num_children_(3.0, 5.0]', 'wife_edu_2'})",0.04797047970479705,0.07959936742224565,-0.031628887717448595,0.031628887717448595
1,"frozenset({'num_children_(3.0, 5.0]', 'age_children_interaction_(90.0, 168.0]', 'husband_edu_3'})",0.048892988929889296,0.07959936742224565,-0.03070637849235635,0.03070637849235635
1,"frozenset({'num_children_(5.0, 16.0]', 'wife_edu_2', 'age_children_interaction_(168.0, 768.0]'})",0.048892988929889296,0.07959936742224565,-0.03070637849235635,0.03070637849235635
1,"frozenset({'num_children_(5.0, 16.0]', 'standard_of_living_index_3', 'age_children_interaction_(168.0, 768.0]'})",0.04981549815498155,0.07959936742224565,-0.029783869267264097,0.029783869267264097
1,"frozenset({'age_children_interaction_(168.0, 768.0]', 'num_children_(5.0, 16.0]', 'husband_edu_3'})",0.0507380073800738,0.07959936742224565,-0.028861360042171845,0.028861360042171845
1,"frozenset({'age_children_interaction_(168.0, 768.0]', 'wife_edu_3', 'num_children_(5.0, 16.0]'})",0.0507380073800738,0.07959936742224565,-0.028861360042171845,0.028861360042171845
1,"frozenset({'age_children_interaction_(168.0, 768.0]', 'husband_edu_3', 'wife_age_(39.0, 49.0]'})",0.05166051660516605,0.07959936742224565,-0.027938850817079593,0.027938850817079593
1,"frozenset({'age_children_interaction_(90.0, 168.0]', 'wife_age_(39.0, 49.0]', 'num_children_(2.0, 3.0]'})",0.052583025830258305,0.07959936742224565,-0.02701634159198734,0.02701634159198734
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'wife_age_(32.0, 39.0]'})",0.052583025830258305,0.07959936742224565,-0.02701634159198734,0.02701634159198734
1,"frozenset({'age_children_interaction_(90.0, 168.0]', 'standard_of_living_index_4', 'num_children_(2.0, 3.0]'})",0.10608856088560886,0.07959936742224565,0.026489193463363217,0.026489193463363217
1,"frozenset({'wife_age_(32.0, 39.0]', 'age_children_interaction_(90.0, 168.0]', 'num_children_(2.0, 3.0]'})",0.05350553505535055,0.07959936742224565,-0.026093832366895095,0.026093832366895095
1,"frozenset({'num_children_(3.0, 5.0]', 'standard_of_living_index_3', 'age_children_interaction_(90.0, 168.0]'})",0.05904059040590406,0.07959936742224565,-0.020558777016341588,0.020558777016341588
1,"frozenset({'num_children_(2.0, 3.0]', 'age_children_interaction_(90.0, 168.0]', 'wife_age_(32.0, 39.0]'})",0.09870848708487084,0.07959936742224565,0.0191091196626252,0.0191091196626252
1,"frozenset({'wife_edu_3', 'num_children_(3.0, 5.0]', 'age_children_interaction_(90.0, 168.0]'})",0.061808118081180814,0.07959936742224565,-0.01779124934106483,0.01779124934106483
1,"frozenset({'num_children_(5.0, 16.0]', 'wife_edu_2', 'age_children_interaction_(168.0, 768.0]'})",0.06273062730627306,0.07959936742224565,-0.016868740115972586,0.016868740115972586
1,"frozenset({'husband_occupation_3', 'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",0.06457564575645756,0.07959936742224565,-0.015023721665788081,0.015023721665788081
1,"frozenset({'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'edu_interaction_(6.0, 12.0]'})",0.06457564575645756,0.07959936742224565,-0.015023721665788081,0.015023721665788081
1,"frozenset({'husband_occupation_2', 'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",0.06549815498154982,0.07959936742224565,-0.014101212440695829,0.014101212440695829
1,"frozenset({'age_children_interaction_(168.0, 768.0]', 'num_children_(5.0, 16.0]', 'husband_edu_3'})",0.06642066420664207,0.07959936742224565,-0.013178703215603577,0.013178703215603577
1,"frozenset({'num_children_(5.0, 16.0]', 'husband_edu_4', 'age_children_interaction_(168.0, 768.0]'})",0.06734317343173432,0.07959936742224565,-0.012256193990511324,0.012256193990511324
1,"frozenset({'wife_age_(26.0, 32.0]', 'num_children_(3.0, 5.0]', 'age_children_interaction_(90.0, 168.0]'})",0.06734317343173432,0.07959936742224565,-0.012256193990511324,0.012256193990511324
1,"frozenset({'wife_age_(39.0, 49.0]', 'age_children_interaction_(168.0, 768.0]', 'edu_interaction_(12.0, 16.0]'})",0.06734317343173432,0.07959936742224565,-0.012256193990511324,0.012256193990511324
1,"frozenset({'wife_edu_3', 'num_children_(5.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",0.06826568265682657,0.07959936742224565,-0.011333684765419072,0.011333684765419072
0,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'num_children_(2.0, 3.0]'})",0.031914893617021274,0.021276595744680844,0.01063829787234043,0.01063829787234043
0,"frozenset({'wife_edu_4', 'edu_interaction_(12.0, 16.0]', 'num_children_(2.0, 3.0]'})",0.031914893617021274,0.021276595744680844,0.01063829787234043,0.01063829787234043
0,"frozenset({'wife_age_(26.0, 32.0]', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
0,"frozenset({'age_children_interaction_(44.0, 90.0]', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
0,"frozenset({'wife_age_(26.0, 32.0]', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
0,"frozenset({'age_children_interaction_(44.0, 90.0]', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
0,"frozenset({'edu_interaction_(12.0, 16.0]', 'standard_of_living_index_3', 'num_children_(2.0, 3.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
0,"frozenset({'wife_edu_4', 'standard_of_living_index_3', 'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
0,"frozenset({'wife_edu_4', 'standard_of_living_index_3', 'num_children_(2.0, 3.0]'})",0.010638297872340425,0.021276595744680844,-0.010638297872340418,0.010638297872340418
