antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
"frozenset({'age_children_interaction_(87.0, 164.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'standard_of_living_index_4'}),0.08904109589041095,0.4280821917808219,0.0684931506849315,0.7692307692307693,1.796923076923077,0.030376243197598046,2.4783105022831053,0.4868421052631579,3,0.08904109589041095
"frozenset({'age_children_interaction_(87.0, 164.0]', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.11643835616438356,0.3333333333333333,0.0684931506849315,0.5882352941176471,1.7647058823529413,0.02968036529680365,1.6190476190476193,0.4904392764857881,3,0.11643835616438356
"frozenset({'age_children_interaction_(164.0, 768.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'standard_of_living_index_4'}),0.07534246575342465,0.4280821917808219,0.0547945205479452,0.7272727272727273,1.698909090909091,0.022541752674047663,2.09703196347032,0.4449074074074074,3,0.07534246575342465
frozenset({'standard_of_living_index_4'}),"frozenset({'edu_interaction_(12.0, 16.0]'})",0.4280821917808219,0.3333333333333333,0.2134703196347032,0.4986666666666667,1.4960000000000002,0.07077625570776258,1.3297872340425534,0.5797175702071794,2,0.4280821917808219
"frozenset({'edu_interaction_(12.0, 16.0]'})",frozenset({'standard_of_living_index_4'}),0.3333333333333333,0.4280821917808219,0.2134703196347032,0.6404109589041096,1.496,0.07077625570776258,1.5904761904761904,0.49732620320855625,2,0.3333333333333333
"frozenset({'age_children_interaction_(42.0, 87.0]', 'standard_of_living_index_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.09246575342465753,0.3904109589041096,0.05365296803652968,0.5802469135802469,1.4862464803985271,0.017553324576218172,1.452256244963739,0.3604977920513849,3,0.09246575342465753
"frozenset({'husband_occupation_2', 'edu_interaction_(12.0, 16.0]'})",frozenset({'standard_of_living_index_4'}),0.06278538812785388,0.4280821917808219,0.03881278538812785,0.6181818181818182,1.4440727272727272,0.01193547882654657,1.497879973907371,0.32811492441069,3,0.06278538812785388
"frozenset({'age_children_interaction_(42.0, 87.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'standard_of_living_index_4'}),0.07990867579908675,0.4280821917808219,0.04794520547945205,0.6,1.4016,0.013737724401075874,1.429794520547945,0.31141439205955335,3,0.07990867579908675
"frozenset({'standard_of_living_index_4', 'edu_interaction_(12.0, 16.0]'})","frozenset({'age_children_interaction_(87.0, 164.0]'})",0.2134703196347032,0.23059360730593606,0.0684931506849315,0.32085561497326204,1.3914332609731563,0.019268259627614102,1.1329054758566137,0.35766811804547655,3,0.2134703196347032
"frozenset({'age_children_interaction_(42.0, 87.0]', 'edu_interaction_(6.0, 12.0]'})",frozenset({'standard_of_living_index_3'}),0.11757990867579908,0.3287671232876712,0.05365296803652968,0.4563106796116505,1.3879449838187703,0.014996559704760118,1.2345890410958904,0.31675428697255786,3,0.11757990867579908
"frozenset({'age_children_interaction_(42.0, 87.0]', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.10388127853881278,0.3333333333333333,0.04794520547945205,0.46153846153846156,1.3846153846153848,0.013318112633181126,1.2380952380952384,0.3099787685774947,3,0.10388127853881278
frozenset({'standard_of_living_index_2'}),frozenset({'husband_occupation_3'}),0.15182648401826485,0.4257990867579909,0.08789954337899543,0.5789473684210525,1.3596726400451529,0.02325196513834156,1.3637271689497714,0.31188058240548133,2,0.15182648401826485
"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_3'})","frozenset({'age_children_interaction_(42.0, 87.0]'})",0.15182648401826485,0.2614155251141553,0.05365296803652968,0.3533834586466165,1.3518074662639128,0.013963167990659067,1.1422294786025273,0.3068354285387014,3,0.15182648401826485
"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_2'})",frozenset({'husband_occupation_3'}),0.06963470319634703,0.4257990867579909,0.03995433789954338,0.5737704918032787,1.347514613457566,0.010303944871875064,1.3471636810677907,0.2771954425942156,3,0.06963470319634703
"frozenset({'standard_of_living_index_4', 'edu_interaction_(6.0, 12.0]'})","frozenset({'age_children_interaction_(164.0, 768.0]'})",0.136986301369863,0.2591324200913242,0.045662100456621,0.3333333333333333,1.2863436123348018,0.01016450866328892,1.1113013698630136,0.25793650793650785,3,0.136986301369863
