antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
"frozenset({'husband_occupation_2', 'standard_of_living_index_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.09655172413793103,0.33793103448275863,0.06206896551724138,0.6428571428571429,1.902332361516035,0.02944114149821641,1.8537931034482762,0.5250212044105174,3,0.09655172413793103
"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_4'})",frozenset({'husband_occupation_3'}),0.18620689655172415,0.27586206896551724,0.0896551724137931,0.48148148148148145,1.7453703703703702,0.03828775267538644,1.3965517241379308,0.5247718383311604,3,0.18620689655172415
"frozenset({'husband_occupation_3', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.1724137931034483,0.33793103448275863,0.0896551724137931,0.5199999999999999,1.5387755102040812,0.031391200951248505,1.3793103448275859,0.42307692307692296,3,0.1724137931034483
frozenset({'standard_of_living_index_3'}),"frozenset({'edu_interaction_(6.0, 12.0]'})",0.21379310344827587,0.33793103448275863,0.1103448275862069,0.5161290322580645,1.5273206056616193,0.0380975029726516,1.3682758620689655,0.43914473684210525,2,0.21379310344827587
"frozenset({'Cluster_(4.0, 6.0]', 'standard_of_living_index_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.21379310344827587,0.33793103448275863,0.1103448275862069,0.5161290322580645,1.5273206056616193,0.0380975029726516,1.3682758620689655,0.43914473684210525,3,0.21379310344827587
frozenset({'standard_of_living_index_3'}),"frozenset({'edu_interaction_(6.0, 12.0]', 'Cluster_(4.0, 6.0]'})",0.21379310344827587,0.33793103448275863,0.1103448275862069,0.5161290322580645,1.5273206056616193,0.0380975029726516,1.3682758620689655,0.43914473684210525,3,0.21379310344827587
"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_3'})",frozenset({'husband_occupation_2'}),0.1103448275862069,0.3793103448275862,0.06206896551724138,0.5625,1.4829545454545456,0.0202140309155767,1.4187192118226601,0.36606373815676146,3,0.1103448275862069
frozenset({'husband_occupation_3'}),"frozenset({'edu_interaction_(6.0, 12.0]'})",0.27586206896551724,0.33793103448275863,0.13793103448275862,0.5,1.4795918367346939,0.04470868014268728,1.3241379310344827,0.44761904761904764,2,0.27586206896551724
"frozenset({'husband_occupation_3', 'Cluster_(4.0, 6.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.27586206896551724,0.33793103448275863,0.13793103448275862,0.5,1.4795918367346939,0.04470868014268728,1.3241379310344827,0.44761904761904764,3,0.27586206896551724
frozenset({'husband_occupation_3'}),"frozenset({'edu_interaction_(6.0, 12.0]', 'Cluster_(4.0, 6.0]'})",0.27586206896551724,0.33793103448275863,0.13793103448275862,0.5,1.4795918367346939,0.04470868014268728,1.3241379310344827,0.44761904761904764,3,0.27586206896551724
"frozenset({'edu_interaction_(6.0, 12.0]'})",frozenset({'husband_occupation_3'}),0.33793103448275863,0.27586206896551724,0.13793103448275862,0.40816326530612246,1.4795918367346939,0.04470868014268728,1.2235434007134365,0.48958333333333337,2,0.33793103448275863
"frozenset({'edu_interaction_(6.0, 12.0]', 'Cluster_(4.0, 6.0]'})",frozenset({'husband_occupation_3'}),0.33793103448275863,0.27586206896551724,0.13793103448275862,0.40816326530612246,1.4795918367346939,0.04470868014268728,1.2235434007134365,0.48958333333333337,3,0.33793103448275863
"frozenset({'edu_interaction_(6.0, 12.0]'})","frozenset({'husband_occupation_3', 'Cluster_(4.0, 6.0]'})",0.33793103448275863,0.27586206896551724,0.13793103448275862,0.40816326530612246,1.4795918367346939,0.04470868014268728,1.2235434007134365,0.48958333333333337,3,0.33793103448275863
"frozenset({'husband_occupation_3', 'edu_interaction_(12.0, 16.0]'})","frozenset({'age_children_interaction_(87.0, 164.0]'})",0.12413793103448276,0.3448275862068966,0.06206896551724138,0.5,1.45,0.019262782401902497,1.3103448275862069,0.3543307086614173,3,0.12413793103448276
"frozenset({'age_children_interaction_(164.0, 768.0]'})",frozenset({'husband_occupation_2'}),0.21379310344827587,0.3793103448275862,0.11724137931034483,0.5483870967741935,1.4457478005865103,0.0361474435196195,1.374384236453202,0.39215686274509803,2,0.21379310344827587
"frozenset({'age_children_interaction_(164.0, 768.0]', 'Cluster_(4.0, 6.0]'})",frozenset({'husband_occupation_2'}),0.21379310344827587,0.3793103448275862,0.11724137931034483,0.5483870967741935,1.4457478005865103,0.0361474435196195,1.374384236453202,0.39215686274509803,3,0.21379310344827587
"frozenset({'age_children_interaction_(164.0, 768.0]'})","frozenset({'Cluster_(4.0, 6.0]', 'husband_occupation_2'})",0.21379310344827587,0.3793103448275862,0.11724137931034483,0.5483870967741935,1.4457478005865103,0.0361474435196195,1.374384236453202,0.39215686274509803,3,0.21379310344827587
"frozenset({'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_4'})",frozenset({'husband_occupation_2'}),0.1310344827586207,0.3793103448275862,0.06896551724137931,0.5263157894736842,1.38755980861244,0.019262782401902497,1.3103448275862069,0.32142857142857145,3,0.1310344827586207
