level_1,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
50,"frozenset({'age_children_interaction_(164.0, 768.0]', 'Cluster_(4.0, 6.0]'})",frozenset({'standard_of_living_index_4'}),0.11940298507462686,0.7761194029850746,0.11940298507462686,1.0,1.2884615384615383,0.026732011583871687,inf,0.25423728813559326,3,0.11940298507462686
51,"frozenset({'age_children_interaction_(164.0, 768.0]'})","frozenset({'Cluster_(4.0, 6.0]', 'standard_of_living_index_4'})",0.11940298507462686,0.7761194029850746,0.11940298507462686,1.0,1.2884615384615383,0.026732011583871687,inf,0.25423728813559326,3,0.11940298507462686
57,"frozenset({'age_children_interaction_(164.0, 768.0]'})","frozenset({'standard_of_living_index_4', 'edu_interaction_(12.0, 16.0]'})",0.11940298507462686,0.582089552238806,0.08955223880597014,0.75,1.2884615384615383,0.020049008687903755,1.671641791044776,0.2542372881355931,3,0.11940298507462686
66,"frozenset({'age_children_interaction_(164.0, 768.0]', 'husband_occupation_2'})",frozenset({'standard_of_living_index_4'}),0.04477611940298507,0.7761194029850746,0.04477611940298507,1.0,1.2884615384615383,0.010024504343951877,inf,0.2343749999999999,3,0.04477611940298507
73,"frozenset({'age_children_interaction_(87.0, 164.0]'})",frozenset({'husband_occupation_2'}),0.373134328358209,0.43283582089552236,0.208955223880597,0.5599999999999999,1.293793103448276,0.047449320561372244,1.289009497964722,0.36224489795918363,2,0.373134328358209
90,"frozenset({'standard_of_living_index_4', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'husband_occupation_2'}),0.3283582089552239,0.43283582089552236,0.208955223880597,0.6363636363636364,1.4702194357366771,0.06683002895967921,1.5597014925373136,0.4761904761904762,3,0.3283582089552239
91,"frozenset({'standard_of_living_index_4', 'husband_occupation_2'})","frozenset({'age_children_interaction_(87.0, 164.0]'})",0.40298507462686567,0.373134328358209,0.208955223880597,0.5185185185185185,1.3896296296296295,0.05858765872131877,1.3019517795637199,0.4696428571428571,3,0.40298507462686567
92,"frozenset({'husband_occupation_2', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'standard_of_living_index_4'}),0.208955223880597,0.7761194029850746,0.208955223880597,1.0,1.2884615384615383,0.04678102027177544,inf,0.28301886792452824,3,0.208955223880597
93,"frozenset({'age_children_interaction_(87.0, 164.0]'})","frozenset({'standard_of_living_index_4', 'husband_occupation_2'})",0.373134328358209,0.40298507462686567,0.208955223880597,0.5599999999999999,1.3896296296296295,0.05858765872131877,1.3568521031207594,0.44727891156462574,3,0.373134328358209
94,"frozenset({'Cluster_(4.0, 6.0]', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'husband_occupation_2'}),0.373134328358209,0.43283582089552236,0.208955223880597,0.5599999999999999,1.293793103448276,0.047449320561372244,1.289009497964722,0.36224489795918363,3,0.373134328358209
96,"frozenset({'age_children_interaction_(87.0, 164.0]'})","frozenset({'Cluster_(4.0, 6.0]', 'husband_occupation_2'})",0.373134328358209,0.43283582089552236,0.208955223880597,0.5599999999999999,1.293793103448276,0.047449320561372244,1.289009497964722,0.36224489795918363,3,0.373134328358209
148,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_2'})",frozenset({'standard_of_living_index_4'}),0.05970149253731343,0.7761194029850746,0.05970149253731343,1.0,1.2884615384615383,0.013366005791935844,inf,0.23809523809523808,3,0.05970149253731343
153,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'standard_of_living_index_4'}),0.05970149253731343,0.7761194029850746,0.05970149253731343,1.0,1.2884615384615383,0.013366005791935844,inf,0.23809523809523808,3,0.05970149253731343
182,"frozenset({'husband_occupation_2', 'age_children_interaction_(42.0, 87.0]'})",frozenset({'standard_of_living_index_4'}),0.04477611940298507,0.7761194029850746,0.04477611940298507,1.0,1.2884615384615383,0.010024504343951877,inf,0.2343749999999999,3,0.04477611940298507
183,"frozenset({'husband_occupation_2', 'age_children_interaction_(42.0, 87.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.04477611940298507,0.746268656716418,0.04477611940298507,1.0,1.3399999999999999,0.011361104923145467,inf,0.265625,3,0.04477611940298507
