level_1,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
3,"frozenset({'edu_interaction_(6.0, 12.0]'})",frozenset({'standard_of_living_index_3'}),0.3904109589041096,0.3287671232876712,0.15182648401826485,0.3888888888888889,1.1828703703703705,0.02347219615937951,1.0983810709838107,0.25361155698234367,2,0.3904109589041096
5,"frozenset({'standard_of_living_index_3', 'husband_occupation_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.15639269406392695,0.3904109589041096,0.0776255707762557,0.4963503649635036,1.271353566397746,0.016568149121160933,1.2103434584077823,0.253004855528138,3,0.15639269406392695
6,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_3'})",frozenset({'standard_of_living_index_3'}),0.19406392694063926,0.3287671232876712,0.0776255707762557,0.4,1.2166666666666668,0.01382373178207294,1.1187214611872147,0.22096317280453268,3,0.19406392694063926
8,"frozenset({'age_children_interaction_(42.0, 87.0]'})",frozenset({'husband_occupation_3'}),0.2614155251141553,0.4257990867579909,0.1312785388127854,0.5021834061135371,1.1793905194516312,0.01996804695481745,1.1534386766001763,0.20594046099052477,2,0.2614155251141553
10,"frozenset({'age_children_interaction_(42.0, 87.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.2614155251141553,0.3904109589041096,0.11757990867579908,0.4497816593886462,1.1520723205393395,0.01552042284356038,1.1079038921504674,0.17871880674059498,2,0.2614155251141553
11,"frozenset({'standard_of_living_index_3', 'edu_interaction_(6.0, 12.0]'})","frozenset({'age_children_interaction_(42.0, 87.0]'})",0.15182648401826485,0.2614155251141553,0.05365296803652968,0.3533834586466165,1.3518074662639128,0.013963167990659067,1.1422294786025273,0.3068354285387014,3,0.15182648401826485
12,"frozenset({'standard_of_living_index_3', 'age_children_interaction_(42.0, 87.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.09246575342465753,0.3904109589041096,0.05365296803652968,0.5802469135802469,1.4862464803985271,0.017553324576218172,1.452256244963739,0.3604977920513849,3,0.09246575342465753
13,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(42.0, 87.0]'})",frozenset({'standard_of_living_index_3'}),0.11757990867579908,0.3287671232876712,0.05365296803652968,0.4563106796116505,1.3879449838187703,0.014996559704760118,1.2345890410958904,0.31675428697255786,3,0.11757990867579908
19,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(42.0, 87.0]'})",frozenset({'husband_occupation_3'}),0.11757990867579908,0.4257990867579909,0.0593607305936073,0.5048543689320388,1.1856633436580857,0.009295312858364088,1.1596606679201362,0.1774554682057916,3,0.11757990867579908
20,"frozenset({'husband_occupation_3', 'age_children_interaction_(42.0, 87.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.1312785388127854,0.3904109589041096,0.0593607305936073,0.4521739130434782,1.1581998474446986,0.008108150372177388,1.1127419004131331,0.15723238653593438,3,0.1312785388127854
21,"frozenset({'age_children_interaction_(42.0, 87.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'standard_of_living_index_4'}),0.07990867579908675,0.4280821917808219,0.04794520547945205,0.6,1.4016,0.013737724401075874,1.429794520547945,0.31141439205955335,3,0.07990867579908675
