level_1,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
13429,"frozenset({'age_education_interaction_(369.0, 494.0]', 'hours_per_week_binned_41-50'})",frozenset({'education_HS-grad'}),0.04516129032258064,0.14838709677419354,0.03225806451612903,0.7142857142857143,4.813664596273292,0.02555671175858481,2.9806451612903224,0.8297297297297298,3,0.04516129032258064
13549,"frozenset({'education_HS-grad', 'age_education_interaction_(494.0, 1350.0]'})",frozenset({'hours_per_week_binned_41-50'}),0.03225806451612903,0.2967741935483871,0.03225806451612903,1.0,3.3695652173913047,0.022684703433922995,inf,0.7266666666666667,3,0.03225806451612903
13748,frozenset({'race_Asian-Pac-Islander'}),frozenset({'native_country_aggregated_Other'}),0.05806451612903226,0.08387096774193549,0.03870967741935484,0.6666666666666666,7.948717948717948,0.033839750260145685,2.7483870967741932,0.9280821917808221,2,0.05806451612903226
13765,"frozenset({'race_Asian-Pac-Islander', 'marital-status_Married-civ-spouse'})",frozenset({'native_country_aggregated_Other'}),0.04516129032258064,0.08387096774193549,0.03870967741935484,0.8571428571428572,10.219780219780219,0.0349219562955255,6.412903225806454,0.9448198198198199,3,0.04516129032258064
13767,frozenset({'race_Asian-Pac-Islander'}),"frozenset({'marital-status_Married-civ-spouse', 'native_country_aggregated_Other'})",0.05806451612903226,0.07741935483870968,0.03870967741935484,0.6666666666666666,8.61111111111111,0.03421436004162331,2.767741935483871,0.9383561643835617,3,0.05806451612903226
13768,"frozenset({'sex_Male', 'race_Asian-Pac-Islander'})",frozenset({'native_country_aggregated_Other'}),0.04516129032258064,0.08387096774193549,0.03225806451612903,0.7142857142857143,8.516483516483516,0.028470343392299688,3.206451612903226,0.9243243243243243,3,0.04516129032258064
13770,"frozenset({'race_Asian-Pac-Islander', 'age_education_interaction_(494.0, 1350.0]'})",frozenset({'native_country_aggregated_Other'}),0.04516129032258064,0.08387096774193549,0.03225806451612903,0.7142857142857143,8.516483516483516,0.028470343392299688,3.206451612903226,0.9243243243243243,3,0.04516129032258064
13788,"frozenset({'race_Asian-Pac-Islander', 'workclass_Private'})",frozenset({'native_country_aggregated_Other'}),0.03870967741935484,0.08387096774193549,0.03225806451612903,0.8333333333333333,9.935897435897434,0.029011446409989594,5.496774193548385,0.9355704697986578,3,0.03870967741935484
13825,"frozenset({'occupation_aggregated_Prof-specialty', 'race_Asian-Pac-Islander'})",frozenset({'education_Prof-school'}),0.03225806451612903,0.2967741935483871,0.03225806451612903,1.0,3.3695652173913047,0.022684703433922995,inf,0.7266666666666667,3,0.03225806451612903
13907,"frozenset({'occupation_aggregated_Sales', 'workclass_Private'})","frozenset({'age_education_interaction_(369.0, 494.0]'})",0.06451612903225806,0.16129032258064516,0.04516129032258064,0.7,4.34,0.034755463059313214,2.7956989247311825,0.8226600985221675,3,0.06451612903225806
21043,"frozenset({'occupation_aggregated_Craft-repair', 'marital-status_Married-civ-spouse'})",frozenset({'education_HS-grad'}),0.03870967741935484,0.14838709677419354,0.03225806451612903,0.8333333333333333,5.615942028985507,0.02651404786680541,5.109677419354836,0.8550335570469799,3,0.03870967741935484
